prediction_id,class
223974_201906,1
223976_201905,1
223977_201906,1
223978_201905,1
223979_201907,0
223979_201906,1
223979_201905,1
223982_201907,1
223983_201907,1
223985_201907,1
223985_201906,1
223986_201907,1
223988_201905,0
223988_201907,0
223996_201907,1
223998_201905,0
224002_201906,1
224004_201906,1
224004_201907,1
224005_201905,1
224007_201907,1
224009_201906,1
224010_201907,0
224011_201907,1
224012_201906,1
224012_201907,1
224014_201906,1
224015_201906,1
224017_201907,1
224017_201905,1
224019_201906,0
224019_201905,0
224020_201906,1
224023_201907,1
224028_201907,0
224030_201907,0
224031_201905,1
224033_201907,1
224034_201907,0
224035_201906,1
224037_201905,1
224038_201906,0
224041_201905,0
224043_201906,1
224044_201905,1
224045_201907,1
224047_201907,1
224048_201905,1
224049_201907,1
224050_201906,0
224051_201907,1
224051_201906,1
224052_201905,1
224053_201905,1
224053_201907,1
224053_201906,1
224054_201906,0
224055_201907,1
224057_201905,1
224058_201907,1
224059_201906,1
224060_201907,0
224061_201907,1
224065_201905,1
224066_201906,1
224067_201907,0
224070_201907,1
224075_201907,0
224075_201905,0
224076_201907,1
224077_201906,0
224077_201907,0
224079_201907,1
224080_201905,1
224081_201907,1
224082_201906,1
224082_201907,1
224083_201907,1
224084_201907,1
224086_201906,1
224087_201906,1
224088_201905,1
224089_201907,1
224090_201906,0
224091_201905,0
224092_201907,1
224092_201905,1
224093_201906,0
224093_201905,0
224095_201906,0
224096_201907,0
224098_201907,0
224099_201907,1
224101_201906,1
224102_201905,1
224103_201905,1
224104_201906,1
224107_201905,1
224108_201907,0
224110_201906,1
224112_201907,1
224116_201907,1
224117_201906,1
224121_201906,1
224122_201905,1
224123_201907,1
224130_201906,1
224131_201907,1
224132_201907,1
224134_201905,1
224135_201906,1
224137_201906,1
224138_201907,1
224140_201906,1
224140_201905,1
224142_201907,1
224143_201907,1
224143_201905,1
224144_201905,1
224145_201906,1
224146_201907,1
224148_201906,1
224150_201905,1
224151_201907,0
224152_201906,1
224153_201907,1
224154_201905,0
224154_201906,0
224154_201907,0
224155_201905,0
224159_201906,0
224159_201905,0
224161_201905,1
224164_201907,0
224169_201907,1
224169_201905,1
224170_201905,0
224172_201906,1
224173_201907,0
224178_201907,1
224178_201905,1
224179_201907,0
224180_201905,1
224181_201906,0
224181_201905,0
224182_201906,1
224183_201907,0
224186_201906,0
224186_201905,0
224191_201906,0
224191_201905,0
224192_201907,1
224194_201907,1
224194_201906,1
224196_201906,1
224196_201907,1
224198_201906,1
224198_201907,1
224199_201905,1
224200_201905,0
224200_201907,0
224203_201906,0
224206_201906,1
224206_201907,1
224207_201905,1
224208_201906,0
224210_201905,1
224211_201907,1
224212_201907,1
224213_201907,1
224215_201905,1
224216_201906,1
224218_201907,0
224219_201906,1
224219_201907,1
224226_201907,1
224230_201907,0
224231_201907,1
224235_201905,0
224236_201905,0
224236_201906,0
224237_201906,1
224238_201905,1
224238_201906,1
224239_201906,0
224241_201906,1
224242_201905,1
224245_201905,0
224245_201907,1
224246_201907,0
224246_201905,0
224247_201907,0
224249_201906,1
224250_201906,0
224251_201905,0
224254_201906,0
224254_201905,0
224255_201905,0
224255_201907,0
224258_201906,0
224258_201907,0
224259_201905,0
224264_201907,0
224272_201907,0
224273_201906,1
224273_201905,1
224276_201905,0
224278_201907,1
224280_201905,0
224284_201905,0
224285_201907,0
224286_201906,0
224288_201905,0
224296_201906,0
224297_201907,0
224298_201905,0
224299_201906,0
224302_201905,1
224303_201907,0
224305_201906,0
224306_201907,0
224310_201905,1
224311_201906,0
224311_201907,0
224312_201906,1
224314_201905,1
224316_201906,0
224316_201907,1
224316_201905,1
224317_201906,0
224319_201906,0
224320_201906,0
224320_201905,0
224322_201905,1
224323_201906,0
224323_201905,1
224325_201907,1
224326_201905,0
224326_201907,0
224327_201905,0
224328_201906,0
224328_201905,0
224333_201906,1
224338_201905,1
224340_201906,1
224340_201907,0
224340_201905,1
224343_201907,0
224344_201906,0
224345_201907,1
224346_201905,1
224349_201906,0
224350_201905,0
224350_201907,0
224351_201906,1
224355_201905,1
224360_201905,1
224361_201906,1
224361_201907,1
224364_201905,1
224365_201905,1
224365_201907,1
224365_201906,1
224366_201907,0
224366_201906,0
224367_201907,1
224370_201905,1
224370_201907,1
224371_201907,1
224372_201905,1
224372_201907,1
224372_201906,1
224373_201905,0
224374_201907,0
224376_201905,0
224377_201906,1
224379_201906,1
224381_201907,0
224382_201907,1
224383_201905,1
224385_201905,0
224385_201906,0
224386_201905,1
224387_201907,0
224388_201907,1
224388_201905,1
224389_201907,1
224391_201907,1
224392_201907,1
224395_201907,0
224395_201905,0
224398_201905,0
224399_201907,0
224399_201905,1
224400_201905,1
224400_201907,1
224400_201906,1
224401_201906,1
224401_201907,1
224402_201907,1
224403_201905,0
224404_201906,0
224404_201905,0
224405_201907,1
224407_201907,1
224408_201905,0
224409_201906,1
224411_201905,1
224416_201907,0
224416_201905,0
224417_201906,1
224418_201907,1
224419_201907,0
224419_201906,0
224420_201907,1
224422_201905,0
224423_201907,1
224425_201905,0
224426_201905,0
224426_201906,0
224428_201907,0
224428_201905,0
224429_201907,1
224430_201906,1
224431_201906,1
224432_201907,0
224432_201905,0
224434_201907,1
224436_201906,1
224439_201905,0
224441_201907,0
224446_201906,0
224446_201907,0
224450_201905,1
224452_201907,1
224453_201905,1
224455_201907,1
224456_201907,1
224458_201905,0
224460_201906,1
224464_201906,1
224464_201907,1
224464_201905,1
224467_201905,1
224474_201907,0
224474_201905,0
224478_201907,0
224479_201905,1
224479_201907,1
224480_201905,0
224480_201906,0
224481_201907,1
224483_201907,1
224486_201905,1
224487_201906,1
224488_201906,1
224489_201905,1
224493_201906,1
224494_201906,1
224496_201907,1
224497_201907,1
224498_201907,1
224499_201907,0
224499_201906,0
224499_201905,0
224501_201906,1
224501_201905,1
224506_201906,1
224508_201905,1
224509_201906,0
224510_201907,1
224511_201906,0
224512_201905,1
224514_201905,1
224516_201907,1
224517_201905,1
224518_201907,1
224520_201906,1
224521_201905,1
224522_201907,1
224524_201906,1
224524_201907,1
224525_201906,1
224526_201905,1
224526_201906,1
224527_201907,0
224527_201905,0
224528_201906,1
224531_201907,0
224531_201905,1
224532_201907,0
224533_201906,0
224534_201907,1
224534_201906,1
224535_201907,0
224536_201907,1
224538_201906,1
224538_201907,1
224539_201907,1
224541_201907,1
224542_201906,0
224543_201906,0
224546_201906,1
224547_201907,0
224548_201907,0
224549_201907,1
224549_201906,1
224550_201906,1
224551_201907,0
224552_201907,1
224553_201906,1
224557_201907,1
224557_201905,1
224558_201907,0
224558_201905,0
224560_201905,1
224561_201905,1
224562_201906,1
224563_201907,1
224564_201905,0
224564_201906,0
224566_201906,1
224567_201905,1
224567_201906,1
224568_201906,1
224569_201906,0
224574_201907,1
224574_201906,1
224574_201905,1
224576_201905,0
224576_201906,0
224577_201905,0
224579_201905,1
224581_201906,0
224582_201907,1
224583_201905,1
224584_201906,1
224586_201905,1
224591_201905,0
224591_201906,0
224594_201907,0
224594_201906,0
224594_201905,0
224597_201905,1
224598_201906,1
224602_201906,1
224603_201905,0
224604_201907,1
224609_201907,1
224609_201905,0
224610_201906,1
224611_201907,0
224612_201905,0
224613_201906,1
224614_201907,0
224615_201907,1
224620_201907,0
224622_201905,1
224624_201907,1
224625_201907,0
224626_201907,1
224628_201905,0
224629_201906,1
224631_201905,1
224631_201907,1
224633_201907,1
224633_201906,1
224634_201905,0
224634_201907,0
224635_201905,0
224636_201906,1
224637_201905,1
224638_201905,0
224639_201907,1
224640_201905,0
224640_201906,0
224641_201905,0
224642_201906,0
224643_201906,1
224644_201905,1
224644_201906,1
224647_201907,0
224647_201905,0
224648_201905,1
224648_201907,1
224649_201905,0
224652_201905,1
224653_201906,1
224655_201907,0
224659_201905,1
224660_201907,0
224660_201906,0
224662_201907,1
224663_201905,0
224664_201906,1
224666_201907,1
224667_201906,0
224668_201905,0
224670_201906,1
224671_201906,1
224672_201906,0
224675_201905,0
224677_201905,1
224678_201906,1
224678_201907,1
224679_201905,1
224687_201905,0
224687_201906,0
224689_201906,0
224691_201906,1
224692_201907,0
224694_201906,1
224694_201905,1
224695_201906,1
224696_201907,1
224699_201906,1
224699_201905,1
224701_201907,0
224702_201905,0
224703_201906,0
224703_201907,0
224704_201907,1
224713_201906,1
224715_201905,0
224716_201907,1
224718_201905,1
224719_201905,1
224720_201907,0
224722_201906,1
224723_201906,1
224727_201905,0
224727_201907,1
224729_201905,0
224729_201907,0
224729_201906,0
224730_201906,0
224730_201907,0
224730_201905,0
224732_201906,0
224734_201906,1
224737_201907,0
224737_201906,0
224743_201905,1
224745_201907,0
224745_201905,1
224746_201907,0
224746_201906,1
224749_201906,1
224749_201907,1
224751_201906,1
224752_201905,0
224752_201906,0
224752_201907,0
224754_201907,1
224754_201905,0
224756_201905,1
224756_201906,0
224756_201907,1
224757_201906,1
224758_201905,0
224758_201906,0
224759_201905,1
224762_201905,0
224763_201907,1
224765_201907,0
224767_201905,0
224767_201907,0
224768_201906,0
224768_201905,0
224770_201905,0
224771_201905,1
224772_201907,0
224772_201906,0
224778_201907,0
224778_201905,0
224779_201907,0
224781_201907,1
224782_201907,0
224784_201907,0
224784_201906,1
224784_201905,1
224786_201905,1
224787_201907,0
224787_201905,1
224788_201905,0
224788_201907,0
224789_201907,0
224790_201906,0
224791_201906,1
224791_201907,1
224795_201905,1
224796_201907,1
224796_201905,1
224800_201906,0
224801_201906,1
224802_201906,0
224802_201905,0
224803_201906,1
224804_201905,1
224807_201907,1
224808_201905,1
224809_201905,0
224810_201905,1
224811_201905,1
224812_201907,0
224816_201907,1
224818_201907,1
224821_201906,0
224821_201907,0
224823_201906,1
224826_201906,0
224826_201907,0
224828_201907,0
224831_201905,0
224832_201906,1
224833_201906,0
224833_201907,0
224834_201905,0
224834_201906,0
224834_201907,0
224836_201907,0
224837_201906,1
224840_201905,0
224840_201906,0
224841_201907,1
224841_201905,1
224843_201905,1
224846_201906,1
224853_201907,0
224854_201905,1
224854_201906,0
224856_201907,0
224857_201905,1
224858_201907,1
224859_201907,1
224860_201907,1
224860_201906,1
224864_201907,0
224866_201907,0
224867_201905,1
224867_201906,1
224869_201905,1
224869_201907,1
224875_201906,1
224876_201907,0
224876_201905,0
224877_201905,1
224878_201905,1
224879_201907,1
224882_201906,1
224884_201907,0
224887_201905,1
224891_201907,1
224893_201906,0
224894_201906,1
224895_201906,0
224896_201906,0
224896_201905,0
224898_201906,1
224899_201905,0
224900_201907,0
224901_201907,1
224901_201905,1
224904_201905,0
224904_201907,0
224907_201905,1
224907_201907,1
224909_201906,1
224912_201907,1
224915_201905,0
224915_201907,0
224917_201906,1
224918_201907,0
224919_201906,1
224919_201907,1
224921_201907,1
224921_201906,1
224921_201905,1
224923_201905,1
224924_201906,1
224925_201907,1
224926_201906,0
224927_201907,1
224929_201905,1
224930_201906,0
224931_201907,0
224932_201906,1
224933_201907,1
224934_201907,1
224935_201907,1
224936_201907,0
224938_201906,1
224938_201907,1
224938_201905,1
224939_201907,1
224942_201906,1
224943_201905,1
224943_201906,0
224944_201905,0
224945_201906,1
224946_201907,1
224946_201906,1
224948_201906,1
224949_201905,1
224949_201907,0
224951_201906,0
224952_201907,0
224955_201907,1
224956_201907,1
224962_201907,1
224963_201907,0
224964_201905,0
224965_201906,1
224966_201905,1
224967_201905,0
224967_201906,0
224970_201906,1
224971_201906,1
224973_201905,1
224976_201906,1
224976_201907,1
224978_201907,1
224981_201907,1
224983_201907,1
224983_201906,1
224985_201907,1
224986_201906,1
224987_201905,1
224987_201906,0
224987_201907,1
224988_201907,1
224990_201906,1
224991_201905,1
224991_201906,1
224992_201907,0
224993_201905,1
224994_201906,0
224994_201907,1
224997_201905,1
224997_201907,1
225001_201906,1
225003_201905,1
225005_201906,0
225008_201905,1
225008_201906,1
225009_201905,1
225009_201907,1
225010_201906,1
225011_201906,0
225012_201907,1
225014_201905,1
225016_201907,0
225016_201905,1
225017_201906,1
225019_201905,1
225021_201906,1
225024_201907,1
225025_201905,0
225025_201907,0
225026_201907,1
225027_201905,1
225030_201907,1
225030_201905,1
225031_201907,1
225032_201907,1
225035_201907,1
225037_201906,0
225038_201905,1
225039_201907,1
225040_201906,0
225041_201907,1
225043_201906,1
225045_201905,1
225046_201906,1
225047_201905,1
225048_201907,0
225048_201905,1
225052_201907,1
225054_201907,0
225055_201905,0
225056_201905,1
225057_201907,0
225059_201907,1
225059_201905,0
225059_201906,1
225060_201907,1
225062_201906,0
225062_201907,1
225064_201907,1
225064_201905,1
225064_201906,1
225068_201906,1
225068_201907,1
225068_201905,1
225071_201906,0
225072_201905,1
225073_201906,1
225073_201905,1
225074_201905,1
225077_201905,0
225078_201906,1
225079_201906,0
225080_201905,0
225080_201906,0
225081_201907,0
225083_201905,1
225084_201906,1
225087_201905,1
225088_201906,1
225090_201905,1
225090_201906,0
225092_201906,1
225092_201905,1
225094_201906,1
225096_201906,1
225097_201905,1
225098_201906,0
225098_201905,0
225100_201906,1
225101_201906,1
225103_201905,0
225104_201905,1
225105_201907,1
225107_201905,1
225108_201905,0
225108_201907,0
225111_201907,0
225112_201907,1
225113_201906,0
225115_201907,1
225116_201906,1
225117_201906,0
225117_201905,1
225123_201907,0
225124_201906,1
225125_201906,1
225126_201907,0
225126_201906,0
225127_201906,0
225129_201905,1
225129_201906,1
225130_201906,1
225133_201906,1
225133_201907,1
225134_201905,1
225135_201906,1
225136_201906,1
225138_201907,1
225139_201907,1
225140_201906,1
225141_201905,1
225143_201905,1
225144_201906,1
225146_201906,1
225147_201906,1
225152_201906,0
225154_201907,1
225157_201905,1
225158_201907,1
225159_201905,1
225163_201905,0
225164_201905,1
225165_201907,1
225165_201906,1
225166_201907,1
225167_201906,0
225168_201905,1
225169_201905,1
225170_201906,1
225170_201907,1
225170_201905,1
225171_201906,1
225171_201905,1
225172_201906,0
225175_201905,0
225176_201906,0
225177_201907,1
225178_201906,1
225179_201907,1
225182_201907,0
225182_201905,0
225185_201906,1
225186_201906,0
225187_201905,1
225188_201906,0
225189_201907,1
225190_201906,1
225194_201907,1
225197_201907,1
225199_201906,0
225200_201906,0
225201_201907,0
225201_201905,1
225203_201905,1
225206_201906,1
225207_201905,0
225208_201907,1
225210_201906,1
225211_201906,0
225211_201907,0
225211_201905,0
225212_201905,0
225213_201905,1
225213_201907,1
225214_201905,0
225214_201906,0
225214_201907,0
225215_201907,1
225218_201906,0
225218_201907,0
225220_201905,1
225221_201905,0
225223_201906,1
225224_201905,1
225224_201907,1
225224_201906,1
225225_201907,0
225227_201905,0
225228_201907,0
225229_201905,1
225229_201907,1
225230_201906,1
225231_201906,0
225232_201906,1
225233_201907,1
225234_201906,0
225237_201905,0
225239_201906,1
225241_201905,0
225241_201907,0
225242_201905,1
225242_201907,1
225242_201906,1
225244_201907,0
225245_201906,0
225245_201907,0
225245_201905,0
225251_201907,1
225253_201905,1
225255_201905,1
225256_201906,1
225258_201906,0
225258_201905,0
225260_201907,0
225260_201905,0
225261_201905,1
225261_201907,0
225263_201905,0
225265_201907,0
225265_201906,0
225265_201905,0
225267_201905,0
225267_201907,0
225268_201907,1
225268_201906,1
225269_201907,1
225270_201907,1
225271_201907,1
225271_201905,1
225272_201906,1
225274_201905,0
225275_201906,1
225275_201907,1
225277_201906,1
225278_201905,1
225279_201907,0
225282_201907,1
225284_201906,1
225284_201907,1
225288_201907,1
225290_201907,1
225291_201905,1
225292_201907,0
225294_201907,0
225294_201906,0
225294_201905,0
225295_201907,0
225295_201906,0
225296_201906,0
225297_201907,1
225299_201907,0
225300_201906,1
225300_201907,0
225300_201905,1
225301_201906,0
225302_201905,1
225303_201907,1
225307_201905,0
225310_201906,1
225312_201906,0
225313_201905,0
225313_201907,0
225314_201906,1
225315_201905,1
225316_201905,1
225317_201907,0
225318_201905,0
225322_201906,0
225323_201907,1
225324_201906,1
225326_201907,0
225327_201905,0
225330_201906,1
225331_201905,1
225332_201905,1
225333_201907,0
225333_201905,1
225334_201906,1
225339_201906,0
225342_201907,1
225343_201907,1
225344_201906,0
225350_201907,1
225352_201905,1
225353_201907,0
225354_201905,1
225356_201905,1
225358_201906,1
225359_201906,1
225360_201907,1
225362_201907,1
225365_201905,0
225365_201907,0
225366_201906,1
225366_201907,1
225366_201905,1
225367_201905,1
225367_201907,1
225368_201906,1
225370_201905,1
225371_201906,0
225371_201907,0
225374_201906,0
225376_201906,1
225377_201907,1
225377_201905,0
225378_201907,1
225380_201905,0
225382_201906,0
225382_201907,1
225383_201905,1
225384_201906,1
225384_201907,1
225385_201906,0
225388_201907,0
225390_201906,1
225391_201905,1
225392_201906,1
225392_201907,1
225393_201905,1
225394_201907,1
225395_201906,1
225395_201905,1
225397_201905,0
225398_201907,1
225399_201907,1
225400_201906,1
225411_201905,0
225413_201905,1
225413_201906,1
225414_201907,1
225416_201905,0
225421_201905,0
225422_201907,1
225423_201905,1
225424_201907,1
225425_201906,1
225426_201905,1
225427_201907,1
225429_201906,0
225429_201905,0
225432_201906,0
225432_201905,1
225433_201907,0
225433_201906,0
225435_201907,1
225435_201905,0
225437_201906,1
225438_201907,1
225439_201907,1
225440_201905,1
225440_201907,1
225440_201906,1
225441_201907,0
225442_201907,0
225443_201907,1
225444_201905,0
225445_201906,1
225445_201905,1
225448_201905,1
225449_201907,0
225450_201906,1
225453_201905,0
225455_201906,0
225456_201907,0
225457_201907,1
225458_201906,1
225458_201907,0
225459_201907,1
225459_201906,1
225461_201906,0
225461_201907,0
225462_201907,0
225463_201907,1
225465_201907,0
225465_201905,0
225466_201907,1
225467_201907,1
225468_201907,1
225469_201907,1
225471_201906,1
225471_201905,1
225473_201907,0
225473_201905,0
225474_201906,1
225478_201907,1
225480_201907,0
225480_201905,1
225482_201906,0
225483_201907,0
225483_201905,0
225484_201907,1
225485_201905,1
225486_201906,1
225488_201906,1
225490_201907,0
225490_201905,1
225493_201906,1
225493_201905,1
225494_201905,1
225494_201906,1
225495_201905,0
225495_201907,1
225496_201907,1
225497_201907,1
225497_201905,1
225499_201907,0
225500_201906,1
225501_201905,1
225502_201907,1
225502_201905,1
225503_201907,0
225503_201905,0
225504_201905,0
225506_201906,1
225507_201907,1
225508_201907,0
225510_201906,1
225512_201905,1
225514_201907,1
225518_201905,1
225521_201907,1
225521_201906,1
225523_201907,0
225525_201906,1
225526_201906,1
225528_201905,0
225529_201907,1
225530_201905,0
225532_201905,0
225533_201906,1
225534_201907,1
225536_201905,1
225537_201907,1
225539_201907,0
225540_201905,1
225541_201907,1
225543_201905,0
225544_201907,1
225545_201906,1
225547_201907,1
225549_201906,1
225550_201907,1
225551_201905,1
225551_201906,1
225553_201907,1
225554_201907,1
225555_201906,1
225555_201907,1
225556_201907,1
225557_201907,0
225558_201907,1
225559_201906,0
225562_201906,0
225562_201905,0
225566_201907,1
225568_201905,1
225568_201906,1
225569_201906,1
225570_201906,1
225572_201906,0
225572_201907,0
225577_201907,0
225577_201906,0
225577_201905,0
225578_201905,1
225579_201906,0
225580_201906,0
225584_201906,0
225586_201905,1
225587_201905,1
225588_201905,1
225589_201906,1
225590_201905,0
225590_201907,0
225592_201906,1
225594_201907,1
225595_201905,1
225599_201907,1
225601_201906,0
225606_201905,1
225606_201907,1
225608_201905,1
225609_201905,1
225613_201907,0
225616_201907,1
225616_201905,1
225619_201905,0
225619_201906,0
225621_201907,1
225622_201906,1
225624_201906,1
225624_201907,1
225626_201907,1
225627_201906,1
225628_201906,0
225629_201907,1
225629_201906,1
225630_201907,0
225631_201905,1
225633_201906,1
225636_201905,0
225639_201906,1
225642_201906,1
225652_201906,1
225653_201906,0
225656_201905,1
225656_201906,1
225657_201905,1
225658_201905,0
225660_201905,0
225663_201907,1
225664_201907,0
225665_201906,1
225666_201906,1
225668_201905,0
225669_201905,1
225670_201905,1
225672_201905,1
225675_201905,1
225676_201906,1
225677_201907,1
225677_201906,1
225679_201907,0
225679_201905,1
225682_201906,0
225683_201905,1
225684_201907,1
225685_201905,0
225686_201907,1
225687_201906,0
225688_201906,1
225690_201906,0
225692_201907,1
225694_201906,0
225694_201905,0
225695_201906,1
225697_201907,1
225697_201906,1
225698_201905,0
225700_201906,1
225700_201905,1
225701_201905,1
225703_201907,1
225704_201905,1
225706_201907,1
225709_201907,1
225713_201906,1
225713_201905,1
225715_201906,0
225715_201905,0
225716_201906,1
225717_201906,1
225718_201906,0
225720_201907,1
225721_201905,1
225723_201906,1
225723_201907,1
225726_201907,0
225729_201905,1
225730_201907,1
225733_201906,1
225734_201905,0
225735_201906,1
225735_201905,1
225736_201906,0
225738_201905,1
225739_201905,1
225741_201906,0
225742_201906,0
225742_201907,0
225743_201906,1
225747_201907,0
225747_201906,0
225748_201906,1
225750_201907,0
225751_201905,0
225753_201905,1
225754_201906,0
225755_201907,0
225755_201905,0
225757_201906,1
225757_201907,0
225758_201905,1
225758_201906,1
225759_201907,0
225760_201907,1
225761_201905,0
225765_201905,0
225766_201906,1
225766_201907,1
225769_201907,1
225770_201907,0
225771_201907,0
225771_201905,0
225772_201907,1
225773_201907,1
225774_201905,1
225779_201905,1
225781_201907,0
225782_201907,1
225783_201906,0
225783_201905,0
225783_201907,0
225784_201905,0
225784_201907,0
225786_201906,0
225787_201907,1
225788_201905,0
225790_201907,0
225790_201906,0
225790_201905,0
225791_201907,0
225791_201905,0
225793_201905,1
225795_201905,0
225795_201907,0
225797_201906,1
225798_201907,0
225799_201907,1
225800_201907,1
225807_201907,1
225807_201905,0
225808_201907,0
225809_201907,0
225810_201905,1
225811_201907,0
225814_201907,0
225816_201906,0
225816_201905,0
225818_201907,1
225819_201905,1
225820_201907,1
225821_201905,1
225821_201906,1
225822_201907,0
225823_201905,1
225823_201907,1
225823_201906,1
225824_201907,1
225825_201906,1
225827_201907,0
225828_201905,1
225836_201905,1
225837_201906,1
225837_201907,1
225840_201906,1
225841_201905,1
225842_201906,0
225842_201905,1
225843_201906,0
225843_201905,0
225845_201907,0
225846_201906,1
225848_201905,1
225850_201906,1
225850_201907,0
225852_201907,1
225855_201907,1
225857_201907,1
225859_201905,1
225861_201907,1
225862_201906,1
225862_201907,1
225864_201906,0
225864_201907,0
225866_201906,1
225866_201907,1
225867_201907,1
225868_201905,1
225868_201906,1
225870_201905,1
225870_201906,1
225871_201907,1
225872_201906,1
225873_201907,1
225873_201905,1
225877_201905,1
225879_201905,1
225880_201907,1
225882_201905,1
225882_201907,1
225887_201905,1
225888_201906,1
225889_201906,0
225891_201906,0
225893_201905,0
225893_201906,0
225897_201905,1
225907_201906,1
225907_201907,1
225910_201907,0
225911_201907,0
225912_201906,1
225914_201905,0
225914_201907,0
225916_201906,1
225918_201905,0
225918_201907,0
225919_201906,0
225919_201907,0
225920_201905,0
225921_201907,0
225921_201906,0
225921_201905,0
225922_201906,0
225923_201905,1
225930_201907,1
225931_201907,1
225932_201906,1
225933_201906,0
225934_201906,0
225935_201906,0
225935_201905,1
225939_201906,1
225942_201905,1
225943_201906,0
225945_201906,1
225946_201907,1
225946_201906,1
225948_201907,0
225948_201906,0
225948_201905,0
225949_201905,0
225950_201906,0
225950_201907,0
225951_201907,1
225954_201907,1
225956_201907,1
225956_201905,1
225957_201905,0
225957_201906,0
225957_201907,0
225958_201907,0
225958_201906,0
225961_201906,1
225962_201905,1
225963_201907,1
225964_201907,1
225967_201905,1
225971_201907,1
225972_201905,1
225973_201906,1
225973_201905,1
225974_201905,0
225976_201905,1
225977_201906,0
225978_201906,0
225978_201905,1
225979_201905,1
225981_201905,1
225982_201906,0
225985_201905,0
225986_201905,1
225987_201905,1
225988_201905,1
225989_201905,0
225990_201907,1
225992_201906,1
225993_201906,1
225994_201907,1
225995_201905,1
225995_201906,1
225996_201907,1
226000_201907,1
226001_201907,1
226002_201905,1
226003_201907,0
226003_201906,0
226004_201906,1
226005_201906,1
226006_201907,1
226007_201905,1
226007_201906,1
226008_201907,1
226008_201906,1
226009_201906,1
226010_201907,1
226011_201906,1
226013_201907,1
226017_201906,1
226020_201906,0
226020_201907,0
226021_201905,1
226023_201907,1
226025_201905,0
226028_201906,1
226028_201907,1
226029_201906,1
226030_201907,1
226031_201906,0
226031_201907,0
226032_201907,1
226033_201905,1
226033_201906,1
226034_201906,1
226035_201906,0
226038_201906,0
226040_201905,0
226043_201906,0
226045_201906,1
226047_201905,1
226047_201906,1
226049_201905,0
226052_201905,0
226054_201905,1
226056_201907,1
226057_201907,1
226060_201906,1
226062_201907,0
226063_201907,0
226063_201906,0
226064_201907,1
226065_201907,1
226066_201905,1
226066_201906,1
226070_201906,0
226070_201905,0
226071_201905,1
226072_201905,1
226075_201907,0
226076_201907,0
226076_201906,0
226076_201905,0
226077_201907,1
226077_201905,1
226078_201907,1
226078_201906,1
226080_201906,1
226081_201905,1
226082_201906,1
226083_201906,0
226083_201905,0
226085_201906,1
226086_201907,1
226091_201906,1
226092_201905,1
226097_201905,0
226098_201907,1
226099_201906,1
226103_201906,1
226104_201907,1
226104_201905,1
226106_201907,1
226106_201905,1
226107_201906,1
226108_201907,1
226109_201906,1
226110_201905,1
226111_201907,0
226115_201907,1
226123_201907,1
226123_201905,1
226125_201905,0
226125_201907,0
226126_201905,1
226129_201906,0
226129_201907,0
226130_201907,0
226131_201906,0
226131_201907,0
226131_201905,0
226132_201906,1
226135_201905,0
226135_201906,0
226136_201907,1
226140_201907,0
226142_201906,0
226143_201905,0
226146_201907,1
226147_201906,1
226149_201905,1
226151_201905,0
226153_201905,0
226157_201905,1
226159_201905,1
226160_201906,1
226160_201905,1
226161_201907,1
226162_201905,1
226163_201906,1
226164_201906,1
226166_201906,0
226167_201907,0
226167_201906,1
226169_201905,1
226172_201907,0
226173_201907,1
226173_201906,1
226173_201905,1
226175_201905,0
226175_201907,0
226176_201906,1
226177_201906,1
226177_201905,1
226178_201905,1
226179_201906,1
226179_201907,1
226182_201907,1
226184_201907,0
226187_201907,1
226190_201907,0
226191_201907,0
226193_201906,1
226194_201907,1
226195_201906,1
226197_201906,0
226197_201907,0
226198_201906,1
226199_201905,0
226200_201906,1
226200_201905,1
226202_201907,0
226202_201905,0
226203_201906,0
226203_201907,0
226205_201907,0
226206_201906,1
226206_201907,1
226207_201905,0
226208_201905,1
226210_201906,1
226213_201907,1
226213_201906,1
226214_201906,1
226215_201907,1
226218_201905,1
226218_201906,1
226222_201907,0
226222_201905,0
226223_201905,1
226227_201906,0
226229_201906,1
226230_201907,1
226232_201905,0
226234_201905,0
226235_201905,0
226237_201906,1
226237_201905,1
226238_201907,1
226238_201905,1
226239_201905,1
226240_201907,1
226242_201905,1
226243_201906,0
226244_201907,1
226245_201907,1
226246_201906,1
226247_201906,1
226247_201905,1
226250_201905,1
226251_201907,0
226252_201907,1
226253_201906,0
226253_201907,0
226257_201907,0
226259_201905,0
226259_201907,0
226259_201906,0
226261_201906,1
226263_201907,0
226265_201907,1
226266_201906,0
226266_201907,0
226267_201907,1
226269_201905,0
226269_201907,0
226269_201906,1
226270_201905,0
226270_201907,0
226271_201907,0
226274_201907,1
226275_201905,1
226276_201905,0
226278_201906,1
226278_201907,1
226279_201907,1
226280_201906,1
226281_201905,1
226281_201907,1
226281_201906,1
226283_201907,0
226283_201906,0
226286_201905,0
226288_201907,1
226291_201907,1
226293_201906,1
226295_201906,1
226295_201905,1
226298_201907,1
226300_201907,1
226301_201907,0
226301_201906,0
226302_201905,1
226305_201907,0
226306_201907,1
226307_201906,0
226310_201905,0
226314_201907,1
226315_201905,0
226315_201906,1
226315_201907,1
226316_201907,1
226318_201907,1
226319_201907,1
226320_201905,1
226320_201906,1
226321_201905,1
226324_201905,1
226326_201905,0
226326_201906,0
226327_201905,1
226329_201906,1
226330_201907,0
226330_201905,1
226330_201906,1
226331_201905,1
226336_201905,1
226339_201905,0
